Tenure,City_Tier,CC_Contacted_LY,Service_Score,User_Count,CC_Score,Rev_Permonth,Complain_LY,Days_Since_CC,Cashback,Payment_Creditcard,Payment_Debitcard,Payment_Ewallet,Payment_UPI,Gender_Male,ACSegment_Regular,ACSegment_Regularplus,ACSegment_Super,ACSegment_Superplus,Maritalstatus_Married,Maritalstatus_Single,Logindevice_Mobile,Churn,Clusters
7.0,3.0,8.0,3.0,3.0,3.0,7.0,0.0,2.0,122.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,25.0,3.0,3.0,2.0,2.0,0.0,2.0,123.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2
0.0,1.0,15.0,2.0,3.0,4.0,7.0,0.0,2.0,120.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
1.0,1.0,27.0,2.0,3.0,2.0,2.0,0.0,2.0,127.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2
30.0,1.0,30.0,2.0,2.0,2.0,6.0,1.0,4.0,194.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,2
0.0,1.0,9.0,3.0,4.0,3.0,2.0,1.0,1.0,126.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
23.0,1.0,17.0,2.0,3.0,4.0,4.0,0.0,4.0,279.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
14.0,1.0,20.0,2.0,3.0,3.0,5.0,0.0,8.0,125.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1
3.0,3.0,11.0,2.0,3.0,2.0,3.0,0.0,4.0,194.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
11.0,3.0,6.0,2.0,4.0,2.0,5.0,0.0,5.0,187.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
5.0,1.0,12.0,2.0,3.0,3.0,4.0,0.0,4.0,130.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0,1.0,23.0,2.0,3.0,4.0,1.0,1.0,1.0,131.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
0.0,3.0,6.0,3.0,5.0,5.0,1.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0
9.0,1.0,9.0,1.0,3.0,4.0,5.0,0.0,2.0,121.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
3.0,1.0,15.0,3.0,3.0,5.0,2.0,0.0,10.0,131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
18.0,3.0,10.0,1.0,3.0,5.0,5.0,1.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
29.0,1.0,14.0,3.0,3.0,5.0,5.0,1.0,2.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0
6.0,1.0,8.0,2.0,3.0,2.0,1.0,0.0,2.0,125.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0,1.0,8.0,2.0,4.0,2.0,2.0,0.0,0.0,111.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
19.0,3.0,6.0,3.0,3.0,5.0,2.0,0.0,7.0,205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
37.0,1.0,15.0,3.0,3.0,2.0,2.0,0.0,1.0,123.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
4.0,1.0,18.0,3.0,3.0,2.0,9.0,1.0,2.0,139.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7.0,1.0,33.0,3.0,3.0,4.0,3.0,0.0,2.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,2
4.0,3.0,26.0,3.0,3.0,4.0,2.0,1.0,2.0,131.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,2
23.0,1.0,6.0,2.0,4.0,3.0,3.0,0.0,2.0,141.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
26.0,1.0,19.0,2.0,2.0,5.0,2.0,0.0,3.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0
6.0,1.0,20.0,3.0,3.0,4.0,4.0,0.0,6.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
13.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,9.0,279.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
28.0,1.0,20.0,3.0,2.0,4.0,9.0,0.0,15.0,279.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
7.0,1.0,8.0,2.0,4.0,3.0,2.0,0.0,9.0,195.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24.0,1.0,9.0,3.0,3.0,4.0,4.0,0.0,0.0,237.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
25.0,1.0,6.0,3.0,4.0,3.0,5.0,0.0,9.0,279.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
0.0,1.0,15.0,2.0,3.0,4.0,2.0,0.0,3.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0,1.0,29.0,2.0,4.0,3.0,4.0,1.0,1.0,159.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2
16.0,1.0,13.0,2.0,2.0,2.0,5.0,0.0,2.0,121.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
18.0,1.0,8.0,3.0,4.0,2.0,13.0,0.0,8.0,268.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
10.0,1.0,27.0,3.0,2.0,5.0,2.0,1.0,7.0,136.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,2
8.0,1.0,8.0,2.0,3.0,4.0,6.0,0.0,2.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
15.0,1.0,27.0,2.0,3.0,3.0,3.0,0.0,2.0,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2
11.0,1.0,8.0,2.0,3.0,3.0,10.0,0.0,0.0,166.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
11.0,1.0,35.0,2.0,3.0,2.0,4.0,0.0,7.0,163.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,2
0.0,1.0,6.0,2.0,4.0,5.0,6.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
22.0,1.0,24.0,3.0,3.0,2.0,2.0,1.0,7.0,168.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
7.0,1.0,16.0,2.0,3.0,3.0,2.0,1.0,0.0,138.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
13.0,1.0,25.0,2.0,3.0,2.0,9.0,1.0,7.0,127.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,2
1.0,1.0,35.0,3.0,3.0,5.0,8.0,1.0,0.0,167.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2
0.0,3.0,33.0,2.0,3.0,2.0,2.0,0.0,9.0,176.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
0.0,1.0,11.0,2.0,2.0,4.0,2.0,1.0,2.0,123.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0
9.0,1.0,24.0,3.0,3.0,2.0,2.0,0.0,6.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2
13.0,1.0,15.0,3.0,4.0,2.0,10.0,0.0,2.0,149.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
17.0,1.0,6.0,3.0,3.0,5.0,8.0,0.0,3.0,194.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0
0.0,3.0,10.0,2.0,5.0,2.0,2.0,0.0,8.0,204.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
3.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0,9.0,185.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
37.0,3.0,26.0,2.0,3.0,3.0,2.0,0.0,7.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1
24.0,1.0,14.0,2.0,3.0,4.0,5.0,0.0,7.0,225.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.0,1.0,9.0,2.0,3.0,5.0,6.0,1.0,4.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
14.0,3.0,12.0,3.0,3.0,2.0,4.0,1.0,0.0,236.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0
0.0,3.0,32.0,2.0,4.0,5.0,6.0,0.0,1.0,167.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2
8.0,1.0,6.0,2.0,3.0,3.0,1.0,0.0,5.0,121.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
18.0,3.0,12.0,2.0,4.0,2.0,7.0,0.0,8.0,189.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
27.0,3.0,9.0,2.0,3.0,5.0,3.0,0.0,5.0,159.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
9.0,1.0,11.0,3.0,3.0,4.0,9.0,0.0,7.0,159.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1
6.0,1.0,10.0,2.0,4.0,4.0,7.0,0.0,1.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
10.0,1.0,17.0,2.0,3.0,2.0,2.0,1.0,7.0,222.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
11.0,3.0,9.0,3.0,3.0,3.0,1.0,0.0,13.0,206.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
4.0,1.0,6.0,2.0,5.0,3.0,1.0,0.0,4.0,143.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
30.0,1.0,9.0,3.0,4.0,2.0,4.0,0.0,0.0,122.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
10.0,3.0,10.0,2.0,3.0,2.0,5.0,0.0,8.0,68.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
2.0,3.0,6.0,2.0,3.0,2.0,2.0,0.0,2.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8.0,3.0,6.0,3.0,3.0,3.0,2.0,0.0,8.0,188.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
0.0,1.0,24.0,2.0,4.0,2.0,2.0,1.0,1.0,124.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
25.0,1.0,8.0,2.0,4.0,2.0,8.0,0.0,2.0,132.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
15.0,1.0,10.0,2.0,3.0,2.0,2.0,0.0,15.0,279.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
30.0,2.0,12.0,2.0,3.0,3.0,9.0,0.0,2.0,123.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
23.0,3.0,6.0,3.0,3.0,2.0,4.0,0.0,6.0,279.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
0.0,1.0,20.0,2.0,3.0,2.0,6.0,1.0,4.0,124.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0
16.0,3.0,22.0,3.0,4.0,2.0,8.0,1.0,9.0,261.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
0.0,1.0,8.0,2.0,3.0,5.0,8.0,0.0,7.0,127.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0
25.0,3.0,8.0,3.0,4.0,3.0,2.0,1.0,12.0,279.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
5.0,3.0,10.0,2.0,3.0,4.0,3.0,0.0,2.0,139.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
0.0,1.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,137.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
12.0,1.0,6.0,3.0,3.0,3.0,8.0,0.0,2.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0
5.0,3.0,32.0,4.0,3.0,2.0,1.0,0.0,2.0,145.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2
14.0,1.0,25.0,2.0,3.0,5.0,3.0,0.0,0.0,131.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,2
13.0,1.0,30.0,3.0,3.0,2.0,2.0,0.0,7.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,2
18.0,1.0,6.0,3.0,2.0,2.0,1.0,0.0,7.0,279.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
4.0,1.0,9.0,3.0,3.0,3.0,10.0,0.0,2.0,237.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
6.0,1.0,11.0,3.0,4.0,2.0,2.0,0.0,2.0,129.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7.0,1.0,8.0,2.0,4.0,5.0,7.0,0.0,9.0,160.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
10.0,1.0,6.0,2.0,4.0,5.0,3.0,0.0,2.0,139.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
18.0,1.0,13.0,3.0,2.0,3.0,5.0,0.0,2.0,164.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,16.0,3.0,3.0,3.0,7.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
12.0,1.0,8.0,3.0,3.0,3.0,1.0,0.0,8.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2.0,1.0,21.0,2.0,3.0,2.0,2.0,0.0,5.0,123.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0
15.0,1.0,23.0,2.0,2.0,5.0,4.0,1.0,2.0,165.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2
2.0,3.0,26.0,2.0,3.0,2.0,3.0,0.0,2.0,169.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,2
0.0,1.0,6.0,3.0,3.0,3.0,1.0,0.0,2.0,149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
15.0,1.0,8.0,2.0,4.0,5.0,1.0,1.0,8.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1
13.0,1.0,8.0,2.0,3.0,3.0,1.0,0.0,9.0,279.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1
24.0,1.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,127.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
0.0,1.0,35.0,3.0,4.0,4.0,1.0,0.0,4.0,135.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2
5.0,1.0,13.0,3.0,2.0,4.0,2.0,0.0,3.0,128.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
11.0,3.0,8.0,2.0,4.0,2.0,4.0,0.0,5.0,152.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
5.0,1.0,8.0,2.0,4.0,5.0,5.0,0.0,4.0,122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
19.0,3.0,8.0,3.0,5.0,4.0,4.0,1.0,7.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1
0.0,1.0,8.0,3.0,3.0,3.0,2.0,0.0,0.0,135.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0
2.0,3.0,8.0,3.0,4.0,4.0,3.0,0.0,0.0,166.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
4.0,1.0,29.0,3.0,4.0,2.0,1.0,0.0,8.0,156.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,2
0.0,1.0,11.0,2.0,2.0,4.0,2.0,0.0,5.0,140.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
18.0,1.0,26.0,3.0,3.0,2.0,1.0,1.0,10.0,235.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
9.0,1.0,12.0,2.0,3.0,2.0,1.0,0.0,11.0,132.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
28.0,1.0,6.0,2.0,3.0,5.0,1.0,1.0,13.0,279.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1
10.0,1.0,35.0,2.0,3.0,4.0,2.0,1.0,9.0,218.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
